food_name,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,unit_type,avg_weight
Idli,85.86,11.94,2.4,2.6,9.53,piece,73
Curd,279.39,13.35,33.15,10.49,9.03,gram,100
Rajma,94.97,24.03,10.54,23.56,3.91,gram,100
Carrot,377.6,12.32,5.76,6.57,7.91,gram,100
Poha,252.7,21.17,4.58,11.87,3.48,gram,100
Potato,180.45,24.77,31.16,8.9,0.83,gram,100
Biryani,289.77,18.09,16.29,25.36,1.36,gram,100
Greek Yogurt,43.71,16.48,41.66,29.4,3.14,gram,100
Cauliflower,171.36,15.58,59.21,18.96,5.8,gram,100
Carrot,330.13,9.35,18.98,12.62,7.86,gram,100
Cabbage,131.53,23.35,2.96,4.13,2.88,gram,100
Oats,152.52,18.16,42.45,16.81,1.26,gram,100
Carrot,221.34,27.06,50.65,13.42,4.19,gram,100
Watermelon,91.04,17.59,35.97,1.36,0.19,gram,100
Paratha,173.25,22.91,34.39,0.38,4.91,piece,60
Chicken Breast,333.67,8.03,2.86,7.34,7.43,gram,100
Vegetable Curry,193.74,20.67,0.02,8.88,6.91,gram,100
Spinach,175.41,16.35,32.04,24.43,3.09,gram,100
Rice,148.67,16.08,25.58,14.24,0.88,gram,100
Banana,101.75,21.5,39.02,13.36,2.37,piece,55
Paratha,347.74,3.56,28.18,28.82,8.94,piece,39
Milk,289.23,28.12,29.13,22.33,6.23,gram,100
Sambar,232.9,19.32,6.93,28.0,3.26,gram,100
Rice,181.74,27.26,12.58,9.37,4.18,gram,100
Chicken Breast,187.56,4.65,29.94,11.96,7.54,gram,100
Cashews,133.65,16.22,35.58,12.11,9.56,gram,100
Broccoli,275.31,24.15,3.17,25.59,2.57,gram,100
Cabbage,199.31,24.63,54.12,28.4,1.59,gram,100
Idli,311.64,8.28,50.25,13.4,9.83,piece,97
Almonds,397.87,0.0,53.6,21.71,8.31,gram,100
Salad,153.12,12.58,39.77,6.06,8.31,gram,100
Walnuts,394.23,15.15,16.55,14.96,3.54,gram,100
Vegetable Curry,83.87,19.1,27.48,10.11,0.78,gram,100
Upma,314.9,9.86,55.73,25.04,1.75,gram,100
Paratha,312.59,23.9,57.27,0.17,3.22,piece,51
Egg,336.02,22.64,18.4,25.79,2.89,piece,55
Rice,391.92,0.48,5.87,13.28,2.14,gram,100
Sambar,159.88,4.14,16.22,9.18,1.04,gram,100
Grapes,64.27,10.34,44.88,13.13,7.91,gram,100
Butter,301.25,18.95,56.47,17.56,8.59,gram,100
Pineapple,185.97,23.91,44.86,4.56,2.75,gram,100
Broccoli,103.13,28.56,43.48,14.45,5.47,gram,100
Peanuts,327.32,28.67,29.44,27.91,1.08,gram,100
Chole,76.73,7.28,22.9,4.54,9.03,gram,100
Oats,215.63,18.46,25.88,26.8,7.75,gram,100
Papaya,283.69,16.26,3.68,13.75,7.52,gram,100
Banana,235.49,20.3,46.21,9.56,7.47,piece,107
Butter,287.43,0.18,29.58,13.4,2.49,gram,100
Spinach,75.68,18.29,10.54,15.38,9.11,gram,100
Chole,45.15,0.61,46.6,15.38,9.59,gram,100
Chole,151.68,10.06,23.97,1.76,4.81,gram,100
Dosa,212.4,2.32,19.42,19.03,9.65,gram,100
Bread,101.31,16.25,11.68,20.63,3.5,gram,100
Pineapple,100.09,20.42,46.51,17.95,5.27,gram,100
Poha,272.32,23.49,3.58,28.25,0.24,gram,100
Salad,313.85,18.42,8.21,25.89,9.46,gram,100
Chicken Curry,94.75,16.53,32.8,28.13,3.05,gram,100
Paneer,180.2,28.42,52.98,17.27,3.9,gram,100
Protein Shake,51.47,19.78,53.63,0.28,7.16,gram,100
Potato,96.73,2.05,23.18,18.26,8.76,gram,100
Watermelon,396.39,23.77,29.9,8.81,8.93,gram,100
Potato,298.57,18.17,59.35,9.52,6.41,gram,100
Biryani,163.93,22.94,43.41,1.12,7.2,gram,100
Banana,133.58,12.25,9.0,17.86,4.72,piece,36
Chapati,196.9,13.3,25.47,18.49,1.72,piece,67
Cauliflower,229.65,28.57,17.39,7.06,3.44,gram,100
Dosa,86.53,23.81,34.77,27.86,0.21,gram,100
Bread,374.05,13.28,55.92,25.14,8.61,gram,100
Cabbage,72.46,13.18,28.69,17.08,1.79,gram,100
Cabbage,163.71,7.68,38.58,18.34,4.11,gram,100
Peanuts,214.69,0.64,0.15,6.94,9.33,gram,100
Chole,363.19,0.47,39.0,28.64,6.18,gram,100
Chicken Breast,357.15,18.74,36.34,1.93,9.67,gram,100
Carrot,277.23,0.94,35.31,9.81,0.96,gram,100
Protein Shake,354.87,7.95,2.77,25.73,7.66,gram,100
Rice,43.56,3.16,15.52,9.43,3.97,gram,100
Bread,135.31,17.56,21.59,23.68,3.41,gram,100
Vegetable Curry,179.55,10.42,11.39,25.19,4.89,gram,100
Biryani,298.76,22.32,27.62,9.65,2.71,gram,100
Biryani,138.56,4.28,25.64,24.82,4.16,gram,100
Onion,119.47,2.26,33.93,24.89,7.11,gram,100
Tomato,222.97,10.95,44.63,21.4,7.07,gram,100
Protein Shake,356.8,27.32,25.0,18.11,2.02,gram,100
Pineapple,237.64,23.18,23.78,24.63,9.54,gram,100
Dal Tadka,313.59,7.03,5.53,19.36,6.05,gram,100
Idli,278.58,12.3,4.06,21.5,2.54,piece,101
Rajma,207.26,13.88,19.64,22.75,6.85,gram,100
Almonds,371.67,28.55,5.9,15.92,0.66,gram,100
Chapati,82.61,11.98,0.08,15.9,3.17,piece,119
Pineapple,110.38,25.26,42.97,4.67,0.31,gram,100
Greek Yogurt,245.82,25.81,47.12,9.53,1.09,gram,100
Cabbage,287.05,13.17,36.35,14.93,0.74,gram,100
Papaya,256.22,27.55,46.22,14.0,6.52,gram,100
Poha,66.99,22.04,3.66,5.87,8.63,gram,100
Paratha,361.78,23.4,50.4,17.85,0.32,piece,92
Poha,124.07,5.77,40.52,12.13,1.91,gram,100
Cashews,128.8,28.28,33.35,22.98,2.37,gram,100
Curd,267.31,18.76,21.95,24.31,5.22,gram,100
Curd,58.51,25.29,59.04,2.95,8.9,gram,100
Onion,259.89,10.93,55.57,4.78,8.67,gram,100
Biryani,208.48,19.03,14.99,28.77,8.97,gram,100
Chicken Breast,85.59,11.68,35.17,14.99,2.91,gram,100
Banana,398.98,26.64,39.37,18.97,2.42,piece,65
Vegetable Curry,332.71,13.17,34.11,24.21,1.29,gram,100
Sambar,183.53,0.34,51.16,15.77,7.23,gram,100
Papaya,390.02,27.21,28.24,1.36,2.41,gram,100
Dal Tadka,220.71,11.3,31.26,19.62,7.29,gram,100
Pineapple,298.55,18.4,50.74,16.2,0.43,gram,100
Upma,56.45,8.12,38.43,18.9,4.42,gram,100
Oats,129.44,16.95,2.28,16.13,1.82,gram,100
Oats,200.66,0.51,46.29,4.03,6.88,gram,100
Chole,202.28,17.2,9.98,29.96,1.97,gram,100
Dosa,353.41,5.56,35.07,25.35,1.65,gram,100
Potato,95.43,20.82,51.27,24.71,0.47,gram,100
Curd,142.84,4.55,49.32,10.72,0.35,gram,100
Protein Shake,160.85,28.45,17.94,18.58,7.08,gram,100
Grapes,105.81,10.38,50.86,1.37,8.14,gram,100
Greek Yogurt,355.61,0.8,9.94,13.97,1.57,gram,100
Upma,289.48,10.36,29.45,3.97,6.55,gram,100
Cabbage,365.8,24.61,1.66,2.08,6.12,gram,100
Chole,123.34,6.13,58.34,27.34,6.68,gram,100
Bread,279.82,9.72,43.81,8.71,2.97,gram,100
Egg,252.57,3.14,2.87,13.08,0.85,piece,85
Upma,272.56,21.34,43.74,7.77,7.38,gram,100
Protein Shake,373.46,0.61,24.32,18.73,7.76,gram,100
Dal Tadka,150.95,19.24,46.69,25.09,1.77,gram,100
Cauliflower,218.5,28.19,56.35,27.91,3.93,gram,100
Watermelon,347.22,22.32,53.74,26.71,1.28,gram,100
Salad,245.48,25.29,47.92,27.85,6.91,gram,100
Biryani,232.13,14.69,53.07,22.29,5.03,gram,100
Chicken Breast,108.37,2.41,47.71,19.07,6.13,gram,100
Milk,54.09,26.24,57.88,6.46,4.03,gram,100
Broccoli,330.22,24.56,5.41,9.49,9.42,gram,100
Almonds,318.5,26.02,57.92,1.04,8.93,gram,100
Salad,208.43,17.43,54.49,9.78,4.79,gram,100
Apple,330.19,16.39,7.53,27.85,0.61,piece,97
Upma,312.51,6.05,0.1,27.07,1.18,gram,100
Carrot,118.98,13.86,17.74,5.65,6.04,gram,100
Walnuts,123.25,9.0,12.56,21.02,5.52,gram,100
Mango,87.03,4.68,41.26,25.98,2.29,gram,100
Sambar,85.79,29.43,11.92,9.96,3.08,gram,100
Apple,220.26,24.37,21.3,2.12,3.67,piece,60
Spinach,300.21,28.6,18.5,15.54,8.48,gram,100
Greek Yogurt,369.32,6.82,31.08,17.57,3.71,gram,100
Spinach,225.79,27.86,3.3,8.66,1.0,gram,100
Greek Yogurt,85.88,25.86,52.81,3.87,3.35,gram,100
Chole,138.16,20.6,40.31,17.99,5.18,gram,100
Paneer Butter Masala,286.47,21.13,54.52,11.88,8.14,gram,100
Butter,209.74,0.89,55.76,17.82,5.11,gram,100
Banana,302.4,13.26,4.66,1.26,9.6,piece,71
Chapati,58.7,14.75,25.82,10.2,6.59,piece,53
Banana,369.41,13.13,34.71,24.99,4.34,piece,50
Mango,235.69,14.15,17.55,1.59,4.22,gram,100
Walnuts,268.38,15.88,37.67,19.12,7.73,gram,100
Watermelon,78.46,6.83,24.41,17.09,1.25,gram,100
Mango,167.4,4.81,39.97,6.56,1.53,gram,100
Pineapple,278.5,0.27,41.75,3.65,1.28,gram,100
Paneer,310.56,27.7,57.58,5.45,4.79,gram,100
Dosa,98.87,17.13,47.97,1.2,5.41,gram,100
Chicken Breast,289.82,8.05,16.57,19.56,9.67,gram,100
Grapes,271.56,6.27,36.1,28.08,4.14,gram,100
Butter,269.38,5.5,18.26,10.3,0.6,gram,100
Apple,280.25,15.54,27.18,9.28,6.29,piece,117
Broccoli,50.89,21.9,14.06,4.37,4.19,gram,100
Butter,189.65,21.62,2.31,15.95,9.13,gram,100
Biryani,329.49,1.01,55.95,1.97,2.88,gram,100
Cornflakes,388.08,18.96,22.51,5.17,0.55,gram,100
Greek Yogurt,189.85,23.7,36.8,25.53,0.23,gram,100
Cashews,275.66,22.63,55.12,12.02,3.51,gram,100
Broccoli,357.63,22.83,54.84,1.53,3.36,gram,100
Apple,324.54,20.16,47.5,17.42,6.86,piece,89
Apple,344.7,23.96,50.22,18.39,8.45,piece,50
Carrot,345.68,28.67,12.65,29.82,0.33,gram,100
Protein Shake,374.23,0.34,2.57,24.29,8.6,gram,100
Upma,316.25,0.13,22.31,4.98,3.62,gram,100
Papaya,314.59,7.33,17.76,21.67,8.4,gram,100
Dal Tadka,67.76,22.11,17.89,7.11,2.74,gram,100
Milk,175.62,24.93,51.14,29.41,4.81,gram,100
Tomato,114.05,0.31,41.17,19.73,1.2,gram,100
Salad,349.12,15.33,35.11,17.25,7.51,gram,100
Chapati,367.26,12.49,42.37,12.74,8.86,piece,100
Upma,86.27,27.31,22.3,16.89,6.44,gram,100
Orange,231.48,18.69,51.52,20.15,1.63,gram,100
Broccoli,103.16,0.29,31.54,6.76,4.79,gram,100
Salad,278.34,23.26,34.46,12.08,5.99,gram,100
Pineapple,265.32,8.41,16.86,7.49,7.42,gram,100
Rajma,102.31,0.61,53.23,0.16,4.67,gram,100
Greek Yogurt,145.28,22.8,53.2,3.9,7.45,gram,100
Sambar,395.93,2.49,0.62,29.07,4.92,gram,100
Pineapple,275.61,19.55,39.94,4.73,9.1,gram,100
Apple,230.21,6.28,30.15,11.47,0.13,piece,76
Chapati,253.05,25.68,10.7,16.53,6.94,piece,120
Pineapple,247.68,2.89,43.14,21.37,7.1,gram,100
Milk,179.63,19.62,27.93,21.16,3.13,gram,100
Almonds,272.86,29.8,18.47,6.85,2.47,gram,100
Rajma,359.7,27.61,10.34,29.07,5.47,gram,100
Vegetable Curry,257.99,13.36,53.7,11.82,5.65,gram,100
Poha,303.64,6.27,24.55,28.16,0.16,gram,100
Dosa,45.05,29.95,29.15,24.43,9.73,gram,100
Cashews,366.23,5.77,24.07,0.25,3.64,gram,100
Paneer Butter Masala,117.85,8.83,27.52,2.08,0.21,gram,100
Cashews,58.26,27.15,28.67,20.9,9.02,gram,100
Rice,227.15,13.08,20.82,0.99,5.44,gram,100
Rajma,177.61,15.82,54.29,5.09,6.89,gram,100
Spinach,45.84,22.79,11.48,15.18,6.27,gram,100
Rajma,339.6,15.49,40.56,21.93,3.88,gram,100
Paneer Butter Masala,373.74,29.68,59.1,12.91,5.31,gram,100
Cabbage,86.25,8.98,50.07,27.67,6.52,gram,100
Paneer,264.29,19.57,46.04,4.57,0.34,gram,100
Sambar,141.65,10.75,20.0,1.81,7.33,gram,100
Butter,223.49,13.19,11.14,27.96,5.6,gram,100
Cashews,307.56,5.56,20.5,4.67,8.57,gram,100
Dal Tadka,376.88,7.64,24.2,21.52,9.2,gram,100
Banana,335.45,21.08,31.64,4.81,9.94,piece,84
Mango,181.4,4.05,43.41,29.25,8.38,gram,100
Cauliflower,335.77,10.0,43.46,23.44,9.67,gram,100
Sambar,123.0,16.51,58.64,10.44,8.42,gram,100
Orange,126.09,1.27,28.49,2.59,7.15,gram,100
Onion,70.48,1.04,38.2,26.87,0.67,gram,100
Watermelon,310.72,1.82,6.03,2.61,7.45,gram,100
Apple,88.78,19.56,7.67,2.39,8.85,piece,76
Curd,91.56,21.2,8.67,29.09,8.92,gram,100
Grapes,179.06,17.7,36.99,14.27,9.01,gram,100
Biryani,226.29,23.03,33.31,2.62,1.92,gram,100
Chole,204.41,16.95,10.2,12.17,4.89,gram,100
Egg,168.29,15.07,30.58,18.75,7.95,piece,68
Grapes,131.47,2.88,34.91,5.46,5.28,gram,100
Tomato,58.18,10.27,39.93,4.5,8.43,gram,100
Apple,272.48,3.75,29.25,4.93,3.17,piece,76
Butter,85.19,23.61,53.63,28.82,4.8,gram,100
Rajma,285.42,4.92,35.35,15.11,9.09,gram,100
Sambar,330.23,19.3,52.61,20.26,3.16,gram,100
Chicken Breast,213.48,18.46,27.28,20.88,2.67,gram,100
Biryani,364.16,7.89,47.48,2.3,6.2,gram,100
Biryani,204.72,2.11,10.09,19.63,6.65,gram,100
Cauliflower,247.34,14.72,18.49,9.4,9.68,gram,100
Tomato,339.61,22.82,5.17,24.56,1.57,gram,100
Paratha,377.57,29.83,4.21,5.42,7.63,piece,89
Butter,250.54,28.37,52.13,2.92,7.05,gram,100
Pineapple,68.07,25.94,41.08,4.18,0.42,gram,100
Chicken Curry,123.61,13.34,18.26,8.35,9.1,gram,100
Onion,106.89,27.78,16.63,27.4,8.1,gram,100
Mango,298.84,24.81,47.87,28.33,2.63,gram,100
Cornflakes,264.9,29.47,40.54,24.98,2.52,gram,100
Orange,70.66,23.11,31.65,15.36,3.99,gram,100
Mango,201.96,20.22,55.14,6.72,7.01,gram,100
Greek Yogurt,143.0,15.99,25.55,5.21,8.46,gram,100
Pineapple,273.81,28.21,20.14,2.47,2.76,gram,100
Rajma,142.15,27.3,30.57,10.28,2.85,gram,100
Papaya,118.99,13.26,21.21,20.38,2.06,gram,100
Biryani,219.07,11.03,32.95,5.97,3.43,gram,100
Egg,159.78,15.97,21.31,16.79,9.66,piece,75
Cashews,259.99,8.37,25.8,7.42,0.73,gram,100
Cauliflower,57.99,17.76,4.16,4.7,4.67,gram,100
Cauliflower,292.71,8.12,18.71,15.56,8.19,gram,100
Paneer Butter Masala,365.73,5.6,0.64,15.18,5.98,gram,100
Watermelon,182.29,25.92,32.24,25.61,5.88,gram,100
Carrot,199.75,20.09,51.26,24.09,5.68,gram,100
Grapes,197.44,5.92,52.03,0.08,8.14,gram,100
Oats,55.34,10.67,25.26,26.46,0.77,gram,100
Walnuts,115.72,6.16,50.5,19.94,1.2,gram,100
Chole,360.79,21.7,0.21,15.23,6.69,gram,100
Spinach,149.75,21.0,53.43,7.54,8.36,gram,100
Butter,125.91,4.38,47.56,21.18,7.63,gram,100
Rajma,44.35,29.67,12.73,0.6,9.71,gram,100
Idli,159.91,19.01,31.84,1.66,6.22,piece,44
Chicken Breast,372.35,28.92,2.08,14.38,7.14,gram,100
Peanuts,359.37,22.1,15.56,21.55,4.28,gram,100
Grapes,255.27,28.19,54.22,14.68,7.85,gram,100
Protein Shake,41.83,5.7,33.8,15.95,1.33,gram,100
Cabbage,360.37,21.44,9.42,19.47,3.37,gram,100
Protein Shake,357.62,20.27,28.65,21.55,2.26,gram,100
Rice,239.11,18.19,33.49,16.32,4.86,gram,100
Watermelon,124.3,5.47,51.9,23.52,6.16,gram,100
Greek Yogurt,197.88,11.18,25.95,0.74,3.56,gram,100
Broccoli,259.69,2.98,31.52,17.16,1.92,gram,100
Chicken Breast,72.52,28.52,5.88,26.02,8.93,gram,100
Egg,78.37,6.42,42.24,19.72,7.39,piece,36
Chapati,106.62,25.79,59.02,5.6,6.54,piece,101
Peanuts,237.21,22.27,45.26,11.94,2.18,gram,100
Grapes,51.76,23.64,29.02,26.65,7.67,gram,100
Onion,111.38,6.94,39.4,26.08,4.33,gram,100
Dal Tadka,103.27,13.58,14.41,25.89,5.49,gram,100
Mango,112.74,0.4,25.25,25.94,8.34,gram,100
Chicken Curry,355.34,9.89,10.9,27.64,6.21,gram,100
Carrot,305.7,10.95,25.36,28.34,8.53,gram,100
Sambar,58.48,18.99,14.59,4.91,7.89,gram,100
Rice,134.05,10.35,48.74,10.02,1.34,gram,100
Biryani,77.28,0.35,39.34,25.66,7.73,gram,100
Milk,247.73,28.93,11.15,29.72,8.32,gram,100
Tomato,135.31,29.19,29.09,21.26,3.65,gram,100
Chicken Breast,117.22,13.53,10.78,19.55,0.77,gram,100
Mango,228.76,20.38,53.21,4.96,0.91,gram,100
Rajma,221.07,28.98,53.76,1.57,7.61,gram,100
Cornflakes,147.63,21.72,22.94,19.43,4.79,gram,100
Dal Tadka,127.3,15.26,35.72,16.87,5.51,gram,100
Cabbage,307.47,3.57,14.15,10.2,6.15,gram,100
Salad,249.06,21.79,17.24,17.3,3.69,gram,100
Bread,85.0,6.72,26.5,10.16,9.16,gram,100
Papaya,47.39,2.13,16.2,12.59,4.82,gram,100
Banana,76.36,26.01,37.8,28.3,2.66,piece,54
Egg,377.97,4.44,8.35,2.02,4.66,piece,64
Potato,49.13,12.19,36.81,1.96,1.21,gram,100
Curd,157.65,4.97,39.03,19.43,7.92,gram,100
Cornflakes,341.9,0.98,0.14,24.86,2.38,gram,100
Rajma,265.64,10.88,57.45,25.27,3.55,gram,100
Grapes,73.17,16.35,59.71,14.61,3.66,gram,100
Banana,160.35,11.71,29.59,9.21,1.49,piece,57
Chicken Curry,132.93,4.66,40.17,1.05,2.58,gram,100
Carrot,334.17,15.14,40.66,18.43,6.77,gram,100
Cabbage,298.72,25.63,20.39,2.06,3.76,gram,100
Salad,165.75,22.12,50.43,23.36,9.32,gram,100
Greek Yogurt,398.33,6.98,34.11,1.3,6.51,gram,100
Tomato,355.89,17.47,33.99,25.95,0.28,gram,100
Chapati,269.48,1.48,43.52,12.25,9.04,piece,38
Chicken Breast,91.97,26.51,11.85,16.45,6.56,gram,100
Curd,371.78,17.27,39.81,27.1,2.07,gram,100
Chicken Breast,235.44,8.06,59.12,25.57,1.66,gram,100
Chapati,257.48,29.11,36.75,23.58,9.97,piece,63
Peanuts,296.41,19.55,14.52,7.62,6.83,gram,100
Milk,394.21,15.26,33.81,8.9,7.82,gram,100
Cashews,197.64,9.19,59.26,19.14,7.54,gram,100
Tomato,189.52,4.09,31.54,4.81,1.53,gram,100
Potato,272.72,19.95,35.1,9.12,9.82,gram,100
Upma,276.65,28.02,12.21,8.58,8.83,gram,100
Protein Shake,111.69,11.36,30.4,6.63,3.98,gram,100
Cabbage,97.24,3.56,51.08,23.54,9.98,gram,100
Greek Yogurt,386.3,16.97,38.92,5.29,9.48,gram,100
Paneer,383.33,16.57,3.51,12.79,6.4,gram,100
Cashews,66.19,23.7,56.1,16.53,4.74,gram,100
Poha,113.62,28.94,14.98,3.6,2.03,gram,100
Onion,81.84,29.45,29.22,29.07,7.06,gram,100
Bread,187.97,26.35,44.11,9.35,3.27,gram,100
Almonds,119.6,24.33,4.02,16.67,5.12,gram,100
Pineapple,109.13,27.34,28.06,24.66,4.51,gram,100
Paneer Butter Masala,311.02,28.72,55.95,24.93,9.91,gram,100
Poha,159.7,12.09,56.95,1.91,7.18,gram,100
Curd,41.1,7.01,48.25,10.74,3.13,gram,100
Curd,60.18,22.75,9.04,28.8,1.48,gram,100
Poha,320.64,12.62,34.61,6.43,5.28,gram,100
Watermelon,96.21,9.45,46.32,1.02,0.26,gram,100
Paratha,113.61,20.52,46.23,25.79,1.55,piece,109
Carrot,164.16,9.46,59.56,10.99,7.5,gram,100
Idli,65.3,27.78,20.44,18.25,2.46,piece,66
Oats,119.0,11.09,7.89,28.37,6.6,gram,100
Poha,55.87,0.71,32.11,1.6,3.03,gram,100
Biryani,72.62,3.84,16.5,26.66,4.54,gram,100
Chicken Curry,47.47,7.78,42.63,18.62,3.49,gram,100
Greek Yogurt,71.02,2.79,14.75,29.09,5.82,gram,100
Biryani,363.49,29.63,20.76,14.04,0.53,gram,100
Chicken Curry,365.22,3.0,52.69,28.08,4.62,gram,100
Dosa,198.09,24.39,34.17,25.63,1.82,gram,100
Chole,320.89,29.79,47.18,26.07,8.5,gram,100
Curd,78.04,27.24,10.23,8.15,4.2,gram,100
Orange,238.29,2.01,47.54,12.95,9.45,gram,100
Egg,280.47,26.12,8.77,15.86,5.73,piece,119
Onion,116.06,18.98,57.02,7.73,8.96,gram,100
Apple,230.62,17.12,19.36,8.91,8.26,piece,96
Chapati,215.83,24.64,52.83,3.41,5.13,piece,49
Cauliflower,72.48,23.89,36.61,8.1,2.66,gram,100
Oats,308.55,23.8,35.44,10.69,7.71,gram,100
Biryani,82.54,1.53,57.09,5.87,4.96,gram,100
Chapati,104.99,19.14,5.43,17.83,7.29,piece,119
Potato,359.46,28.33,1.93,23.88,2.86,gram,100
Grapes,218.54,13.84,53.07,23.02,9.51,gram,100
Tomato,249.4,19.68,21.29,1.66,9.58,gram,100
Dosa,281.7,0.47,46.95,25.58,5.89,gram,100
Salad,144.17,9.44,6.82,27.21,9.55,gram,100
Rice,97.36,4.53,15.52,15.3,4.23,gram,100
Chicken Breast,195.57,27.7,59.2,20.86,9.64,gram,100
Broccoli,244.08,5.18,6.89,4.66,7.54,gram,100
Milk,232.26,4.13,19.92,3.2,4.0,gram,100
Sambar,130.6,8.85,36.89,26.89,6.26,gram,100
Papaya,130.64,7.88,36.55,12.77,2.24,gram,100
Greek Yogurt,366.72,13.01,57.31,24.29,4.58,gram,100
Cashews,166.27,26.19,9.55,1.05,1.85,gram,100
Protein Shake,217.28,14.97,32.34,19.66,8.78,gram,100
Protein Shake,301.64,6.76,11.97,9.01,6.32,gram,100
Chole,131.01,17.29,1.8,1.64,7.79,gram,100
Vegetable Curry,376.65,23.98,22.78,0.08,1.84,gram,100
Bread,122.8,4.17,42.73,22.29,0.81,gram,100
Rajma,338.67,3.97,58.28,23.72,5.49,gram,100
Salad,214.7,19.73,3.15,20.74,0.13,gram,100
Vegetable Curry,355.35,12.73,40.47,27.22,2.64,gram,100
Potato,125.64,27.92,12.77,14.41,1.25,gram,100
Chole,376.87,21.51,46.46,29.76,8.37,gram,100
Cauliflower,73.95,11.12,8.74,2.58,8.49,gram,100
Broccoli,136.41,18.51,11.44,17.96,1.46,gram,100
Tomato,293.06,11.55,2.31,7.02,2.71,gram,100
Broccoli,61.21,16.31,21.06,25.93,3.63,gram,100
Apple,162.87,5.95,28.49,13.8,1.47,piece,107
Papaya,294.41,24.22,34.05,27.46,8.38,gram,100
Chicken Breast,165.07,12.08,43.4,27.05,1.14,gram,100
Spinach,135.14,7.93,18.87,6.79,9.42,gram,100
Dosa,295.46,20.23,50.34,15.24,2.1,gram,100
Upma,329.49,15.5,32.2,19.71,6.79,gram,100
Greek Yogurt,327.79,19.34,27.04,23.42,1.93,gram,100
Rajma,322.89,27.92,17.44,5.19,1.37,gram,100
Chicken Breast,278.99,16.25,36.87,28.66,1.05,gram,100
Butter,313.25,29.55,32.99,13.92,3.79,gram,100
Rice,273.18,3.7,28.42,13.12,3.24,gram,100
Chapati,295.59,28.76,24.92,27.9,7.72,piece,105
Spinach,334.26,16.79,17.64,14.32,8.69,gram,100
Apple,132.9,2.38,55.96,1.83,0.03,piece,69
Cauliflower,158.93,3.67,3.44,3.24,6.74,gram,100
Dosa,180.09,6.98,10.65,29.74,1.25,gram,100
Paneer Butter Masala,225.77,21.45,50.66,11.64,5.34,gram,100
Papaya,378.13,5.91,42.27,12.88,9.51,gram,100
Mango,312.01,0.23,50.84,6.8,3.26,gram,100
Walnuts,265.13,17.42,17.67,3.78,5.75,gram,100
Spinach,296.41,29.58,4.97,20.01,8.28,gram,100
Poha,358.75,26.43,50.4,20.17,2.04,gram,100
Vegetable Curry,377.37,28.85,20.93,18.31,3.03,gram,100
Biryani,373.89,24.48,46.6,11.64,4.49,gram,100
Tomato,307.98,24.78,39.82,16.61,2.54,gram,100
Greek Yogurt,309.21,28.53,11.47,13.83,3.9,gram,100
Spinach,281.94,6.04,44.24,8.49,0.73,gram,100
Dosa,210.33,16.12,0.06,1.68,5.22,gram,100
Onion,377.15,6.88,50.38,3.56,3.01,gram,100
Sambar,327.95,6.53,54.26,20.26,9.55,gram,100
Oats,311.71,22.3,4.19,16.95,3.54,gram,100
Banana,316.3,2.4,26.92,20.07,7.84,piece,36
Cashews,79.31,26.5,39.02,15.34,9.05,gram,100
Paneer Butter Masala,384.78,6.64,6.25,28.93,8.38,gram,100
Upma,283.94,21.96,56.24,7.92,3.12,gram,100
Grapes,226.22,21.14,34.1,0.04,4.24,gram,100
Biryani,149.54,1.9,48.16,26.57,9.35,gram,100
Sambar,372.59,26.31,49.09,15.52,9.83,gram,100
Chole,336.5,25.61,51.06,11.55,9.12,gram,100
Spinach,339.4,27.05,34.88,13.85,6.24,gram,100
Pineapple,393.1,19.09,53.68,7.3,7.75,gram,100
Dal Tadka,154.73,29.66,20.05,29.93,1.96,gram,100
Chole,349.01,7.77,57.49,1.21,8.61,gram,100
Rice,230.1,2.44,36.8,26.09,6.84,gram,100
Rajma,350.38,3.59,9.14,0.86,5.33,gram,100
Watermelon,309.04,25.8,46.19,26.47,6.16,gram,100
Idli,341.73,16.27,55.85,13.7,7.67,piece,55
Paratha,139.57,19.05,53.08,14.71,7.54,piece,33
Mango,332.31,21.39,1.35,9.86,3.0,gram,100
Apple,159.06,12.61,11.92,2.17,7.12,piece,94
Spinach,72.94,26.47,29.79,18.68,7.63,gram,100
Broccoli,70.64,22.57,44.8,5.68,6.02,gram,100
Pineapple,249.88,5.73,31.18,14.7,6.9,gram,100
Paratha,164.18,9.81,52.65,14.63,7.43,piece,49
Bread,117.0,8.21,15.64,7.84,8.0,gram,100
Milk,351.96,24.63,21.82,13.89,3.66,gram,100
Pineapple,147.61,24.34,40.11,6.74,2.11,gram,100
Rajma,146.81,1.44,41.92,27.48,9.57,gram,100
Cabbage,104.32,19.9,28.81,14.26,7.32,gram,100
Grapes,226.89,28.73,58.2,4.31,4.31,gram,100
Banana,320.39,26.23,11.0,11.56,5.21,piece,101
Spinach,50.43,12.07,33.39,27.03,8.88,gram,100
Chapati,106.25,26.01,56.65,8.5,2.52,piece,52
Peanuts,264.47,4.25,2.55,12.92,1.29,gram,100
Protein Shake,368.44,15.75,48.58,5.24,7.81,gram,100
Onion,306.81,18.82,19.52,24.8,3.44,gram,100
Apple,246.89,23.96,51.11,16.91,2.41,piece,53
Apple,392.08,10.87,46.34,17.77,5.4,piece,86
Dosa,392.07,16.51,1.16,12.83,0.71,gram,100
